Saint ID,Saint,Primary Museum Section,Alternative Museum Sections,Museum Section Tier,Museum Section Confidence,Museum Section Rationale,Museum Section Internal Placement Note,Family ID,Curatorial Family,Family Size,Spiritual regions,Sampradaya,Normalized places
recVN6Ty3682Uz2g4,"Sri Paramanand Das of Puri, Orissa ",Gaudiya Vaishnava,Jagannath-Puri & Odisha,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
reccJ4FERQ4WpHl8w,Sri Praanagopal Goswami of Navadwip ,Gaudiya Vaishnava,Needs Research,Featured,High,Sampradaya maps directly to Gaudiya Vaishnava. Explicit archivalist featured saint override: Sri Pranagopal Goswami. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,,,,,Gaudiya Vaishnava Heartland,Nityananda Sampradaya,"Navadwip, West Bengal, India"
reczeHFHcOxxGRx3N,"Sri Prabhupad Sri Manmohan Goswami of Ranir Chaura, 2nd lane Navadwip Dham, West Bengal",Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recseCcZfyiPXe8GD,"Sri Prabhupad Srimad Jay Nitai Das Babaji of Navadwip, West Bengal ",Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Tertiary,High,"Family override from FAM-001 (Gaudiya Math); family placement takes priority over geography. Explicit archivalist tier override: Navadwip Gaudiya Math-associated monk should be tertiary. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Organize inside Gaudiya Vaishnava using FAM-001 family context before geography.,FAM-001,,16,Gaudiya Vaishnava Heartland,Nityananda Sampradaya,"Navadwip, West Bengal, India"
recX4WYW37PCx1WYX,Sri Priyanath Goswami of Navadwip ,Gaudiya Vaishnava,Girnar & Nath Traditions,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Nityananda Sampradaya,"Navadwip, West Bengal, India"
recSddYwfXb751bOE,Sri Pujyapada Madan Mohan Dasadikari Prabhu of Mayapur ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
reco84eCakzUdrmmP,Sri Radha Raman Charan Das of Bengal  ,Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Featured,High,Family override from FAM-002 (Sri Jagad Bandhu Sundar Family); family placement takes priority over geography. Explicit archivalist featured saint override: Sri Radharamana Charan Das. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Gaudiya Vaishnava using FAM-002 family context before geography.,FAM-002,,12,South Asia,(No Sampradaya),Bangladesh
recdZ4gLlftNNFEFx,Sri Radhika Maharaj of Navadwip,Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recw1An6SyOyNl4Mu,"Sri Raghav Pandit of Panihati, Raguhpavan ",Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Panihati, West Bengal, India"
rec72DZPKexDMty7G,Sri Rajarshi Banamali Roy of Vrindavan ,Gaudiya Vaishnava,Braj & Krishna Bhakti,Secondary,High,Family override from FAM-002 (Sri Jagad Bandhu Sundar Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-002 family context before geography.,FAM-002,,12,Braj Mandal,(No Sampradaya),"Vrindavan, Uttar Pradesh, India
Radha Kund, Govardhan, Uttar Pradesh, India"
recOs3jGNyfMlakIB,Sri Rajarshi Banamali Roy of Vrindavan ,Gaudiya Vaishnava,Braj & Krishna Bhakti,Secondary,High,Family override from FAM-002 (Sri Jagad Bandhu Sundar Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-002 family context before geography.,FAM-002,,12,Braj Mandal,(No Sampradaya),"Vrindavan, Uttar Pradesh, India
Radha Kund, Govardhan, Uttar Pradesh, India"
recqPwPML5FbWMvaV,Sri Ramdas Babaji Maharaj of Bengal ,Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Secondary,High,Family override from FAM-002 (Sri Jagad Bandhu Sundar Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-002 family context before geography.,FAM-002,,12,South Asia,(No Sampradaya),Bangladesh
recEs8hxZ2fBFWcEI,Sri Sachinandan Das Babaji Maharaj of Navadwip  ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Shyamananda Sampradaya,"Navadwip, West Bengal, India"
recorynJGbwBdQWvr,"Sri Sadhananda Das of Vamshi Vatt, Vraj Bhoomi, near Vrindavan ",Gaudiya Vaishnava,Braj & Krishna Bhakti,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Braj Mandal,Gaudiya Vaishnava,"Vrindavan, Uttar Pradesh, India"
rec7cV8OOW6dYau1K,Sri Sankaranya Puri Goswami of Navadwip ( Sri Yogendranath Goswami ) ,Gaudiya Vaishnava,Girnar & Nath Traditions,Featured,High,Family override from FAM-002 (Sri Jagad Bandhu Sundar Family); family placement takes priority over geography. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Gaudiya Vaishnava using FAM-002 family context before geography.,FAM-002,,12,Gaudiya Vaishnava Heartland,Nityananda Sampradaya,"Navadwip, West Bengal, India"
recCtoBgaO6q9LlU9,Sri Sarvabhauma Bhattacharya of Puri,Gaudiya Vaishnava,Jagannath-Puri & Odisha,Secondary,High,Family override from FAM-005 (Sri Chaitanya Mahaprabhu Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-005 family context before geography.,FAM-005,,9,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
rec5IIcrl7ssQtJyf,Sri Shrila Nityaleela Prabista Om Vishnupad Bhakti Prapanna Parbrajak Goswami Maharaj ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
reccJXiq8YBXjpayo,"Sri Shyamdas Baba of Vraj Bhoomi near Vrindavan (Near Nikunj - meeting place of Radha and Krishna half way between Barsana and Nandgaon, in the fields (Domilivan))",Gaudiya Vaishnava,Braj & Krishna Bhakti,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Braj Mandal,Gaudiya Vaishnava,"Vraj Bhoomi, Uttar Pradesh, India
Vrindavan, Uttar Pradesh, India
Barsana, Uttar Pradesh, India
Nandgaon, Uttar Pradesh, India"
rec5JPQTiDggYfE4n,"Sri Sitalcharan Das Babaji Maharaj of Nityagor Ashram, Gudivada (close to Vijayawada)",Gaudiya Vaishnava,Andhra Avadhuta & Datta-Advaita Lineages,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Andhra,Gaudiya Vaishnava,"Nityagor Ashram, Gudivada, Andhra Pradesh, India"
recdHeSKJd6wfLiaq,Sri SitaRamDas Omkarnath of Puri/Navadwip ,Gaudiya Vaishnava,Girnar & Nath Traditions,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Jagannath-Puri Tradition
Gaudiya Vaishnava Heartland","Jaiguru Sampradaya
Akhil Bharat Jaiguri Sampradaya","Puri, Odisha, India
Navadwip, West Bengal, India"
recKEsKy2qc2E0bGP,"Sri Sri 108 Chakradhar Das Maharaj of Cuttack, Orissa ",Gaudiya Vaishnava,Jagannath-Puri & Odisha,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Coastal Odisha,Gaudiya Vaishnava,"Cuttack, Odisha, India"
recRoVxSYIxoob8sJ,"Sri Sri 108 Mahant Lakshman Das Ji of Puri, Orissa ",Gaudiya Vaishnava,Jagannath-Puri & Odisha,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
recqIwxHUPhbdDOGa,"Sri Sri 108 Mauni Baba of Basak Para, Navadwip",Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recmwyrwop3tdIv90,"Sri Sri 108 Sri Jamuna Das Babaji of Radha Giridhari Ashram, Janmasthan, Navadwip, West Bengal",Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recCnkObcmH34kMNn,"Sri Sri Amaresh Kumar Ganguly of Nandakishor Bhaktha Nivas Ashram, Mayapur, West Bengal ",Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
recOOzk45gQj2o287,"Sri Sri Amaresh Kumar Ganguly of Nandakishor Bhaktha Nivas Ashram, Mayapur, West Bengal ",Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
recF52jndG5wSaY9c,"Sri Sri Bhaktivedanta Baman Goswami Maharaj of Navadwip ,",Gaudiya Vaishnava,Needs Research,Featured,Medium,Family override from FAM-023 (Sri Sri Bhaktivedanta Baman Goswami Maharaj Family); family placement takes priority over geography. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Gaudiya Vaishnava using FAM-023 family context before geography.,FAM-023,,3,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recxVwC57pIeYTxW3,Sri Sri Nigmanand Goswami of Mayapur ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
receKwP5AatQcIms7,Sri Sri Nitya Gopal Avadhoot Maharaj of (Maha Nirvana Math;) Navadwip ,Gaudiya Vaishnava,Needs Research,Secondary,Medium,Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-073 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-073,,2,Gaudiya Vaishnava Heartland,Avadhoot Sampradaya,"Navadwip, West Bengal, India"
rec1rr4Ktv320QXvd,Sri Sri Nityaleela Prabistha Bhaktivijay Sagar Goswami Maharaj of Mayapur,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
reckCzqScd99ZzKth,Sri Sri Siddha Chaitanya Das Babaji of Navadwip ,Gaudiya Vaishnava,Needs Research,Featured,Medium,Family override from FAM-074 (Sri Sri Siddha Chaitanya Das Babaji Family); family placement takes priority over geography. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Gaudiya Vaishnava using FAM-074 family context before geography.,FAM-074,,2,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Navadwip, West Bengal, India"
recDvSBJ3DhGH8STC,Sri Srila Bhaktalok Paramahamsa Dev Goswami Maharaj of Mayapur 24 A,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
recVBH9QlLXVBdYW9,Sri Srila Krishnadas Babaji of Navadwip,Gaudiya Vaishnava,Needs Research,Secondary,Medium,Family override from FAM-074 (Sri Sri Siddha Chaitanya Das Babaji Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-074 family context before geography.,FAM-074,,2,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Navadwip, West Bengal, India"
recsy2wkjoTURVDaG,Sri Srila Srimad Bhakti Kamal Madhusudan Goswami Maharaj of Mayapur ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Family override from FAM-001 (Gaudiya Math); family placement takes priority over geography. Explicit archivalist tier override: Mayapur Gaudiya Math-associated monk should be tertiary. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Organize inside Gaudiya Vaishnava using FAM-001 family context before geography.,FAM-001,,16,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
rec0SGXTdsSl2P73u,"Sri Srimad Balaananda Brahmachari Maharaj of Premashram in Rishra, Ujjain, Narmada Region ",Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Saivates - Brahmachria Tradition,"Rishra, West Bengal, India"
rectTDL0YBu5LYFMT,"Sri Srimad Bhakti Amrit Avdhoot Maharaj of Sri Sri Gaur Nitynanda Mandir, Mayapur Dham, West  ",Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Mayapur, West Bengal, India"
recKGgwcgPuqHViQf,"Sri Srimad Bhakti Arnav Paramarthi Maharaj of Sri Sri Gaur Nityananda Mandir, Mayapur Dham,  ",Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Mayapur, West Bengal, India"
recJ3aBvnSJBFARPp,Sri Srimad Bhakti Bhichar Yayavar Goswami Maharaj of Mayapur,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
recXZDTaMq5srfDv2,Sri Srimad Bhakti Kumud Santa Goswami Maharaj of Puri/Mayapur ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Gaudiya Vaishnava Heartland
Jagannath-Puri Tradition",Gaudiya Vaishnava,"Mayapur, West Bengal, India
Puri, Odisha, India"
recNqB17mPt800csa,"Sri Srimad Bhakti Saranga Goswami Maharaj of Sri Chaitanya Saraswati Math, Mayapur",Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
rec04l9qkmMIbbo2J,"Sri Srimad Bhakti Vaibhav Puri Goswami Maharaj of Berhampur, Puri, (Orrissa)",Gaudiya Vaishnava,Jagannath-Puri & Odisha,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Odisha General,Gaudiya Vaishnava,"Berhampur, Puri, Odisha, India"
rec3J8BiVe9xTnSWx,"Sri Srimad Bhakti Vedanta Narayan Goswami Maharaj of Koler Danga lane, Navadwip, Nadia,  ",Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Navadwip, West Bengal, India"
recAUwgVurFzQ4eQH,"Sri Srimad Gaurgovinda Ananda Bhagvat Swamiji of Ramsita Phara, Navadwip Dham, West ",Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recf4vRbtCanSjor4,Sri Srimad Kishorikishorananda Das Babaji Maharaj Goswami of Navadwip (Tinkodi Baba) ,Gaudiya Vaishnava,Needs Research,Featured,Medium,Family override from FAM-023 (Sri Sri Bhaktivedanta Baman Goswami Maharaj Family); family placement takes priority over geography. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Gaudiya Vaishnava using FAM-023 family context before geography.,FAM-023,,3,Gaudiya Vaishnava Heartland,Nityananda Sampradaya,"Navadwip, West Bengal, India"
rec1r3rtk9HfJiU4d,Sri Srimad Madhusudan Das Babaji Maharaj of Pathbari Ashram ,Gaudiya Vaishnava,Needs Research,Secondary,Medium,Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-067 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-067,,2,Gaudiya Vaishnava Heartland,(No Sampradaya),"Baranagar, West Bengal, India"
recx5AJ8L5CdLzJJy,"Sri Srimad Tarananda Bramachari of Premashram in Rishra, Ujjain, Narmada Region ",Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Saivates - Brahmachria Tradition,"Rishra, West Bengal, India"
recxGk0T57mUVNbn8,"Sri Srimad Van Vihari Das Babaji Maharaj of Sri Sri Gaur Nityananda Mandir, Mayapur Dham, West  ",Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
receYXrNaTeGyvi3M,"Sri Srimat Bhakti Pramod Paryajak Maharaj of Bhubaneswar, Tridandi Gaudiya Math ",Gaudiya Vaishnava,Jagannath-Puri & Odisha,Tertiary,High,"Family override from FAM-001 (Gaudiya Math); family placement takes priority over geography. Explicit archivalist tier override: Tridandi Gaudiya Math-associated monk should be tertiary. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Organize inside Gaudiya Vaishnava using FAM-001 family context before geography.,FAM-001,,16,Coastal Odisha,Gaudiya Vaishnava,"Bhubaneswar, Odisha, India"
recsygmC7mtnPPp1W,"Sri Srimat Govardhandas Babaji of Puri, Orissa ",Gaudiya Vaishnava,Jagannath-Puri & Odisha; Braj & Krishna Bhakti,Secondary,High,Family override from FAM-002 (Sri Jagad Bandhu Sundar Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-002 family context before geography.,FAM-002,,12,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
recHsKZhvosClISUN,Sri Srimat Swami Nityapadanand Avadhoot of Navadwip ,Gaudiya Vaishnava,Needs Research,Secondary,Medium,Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-073 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-073,,2,Gaudiya Vaishnava Heartland,Avadhoot Sampradaya,"Navadwip, West Bengal, India"
recJepdkXi90kdROh,Sri Srinivasa Acharya of Vrindavan ,Gaudiya Vaishnava,Braj & Krishna Bhakti,Secondary,High,Family override from FAM-005 (Sri Chaitanya Mahaprabhu Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-005 family context before geography.,FAM-005,,9,Braj Mandal,(No Sampradaya),"Vrindavan, Uttar Pradesh, India"
recMajTBqEWnjz0II,Sri Sripad Bimala Charandas of Puri,Gaudiya Vaishnava,Jagannath-Puri & Odisha,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jagannath-Puri Tradition,Gaudiya Vaishnava,"Puri, Odisha, India"
rec9M9RT7Uh7tJpus,"Sri Subadra Dasi of Peeth Tola, Navadwip ",Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Shyamananda Sampradaya,"Navadwip, West Bengal, India"
recPX35zXqDW7g5y6,Sri Sumanta Goswami of Mayapur ,Gaudiya Vaishnava,Needs Research,Tertiary,Medium,"Spiritual region maps to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,(No Sampradaya),"Mayapur, West Bengal, India"
recozhkjd7tfSJLxO,Sri Tridandi Swami Srimad Bhakti Pramod Puri Goswami Maharaj of Mayapur ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Family override from FAM-001 (Gaudiya Math); family placement takes priority over geography. Explicit archivalist tier override: Mayapur Gaudiya Math-associated monk should be tertiary. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Organize inside Gaudiya Vaishnava using FAM-001 family context before geography.,FAM-001,,16,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Mayapur, West Bengal, India"
reczpRoU3454ShsPN,Sri Vaishnav Charana Das Babaji Panchatirtha of Pathbari Ashram ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Baranagar, West Bengal, India"
recwXgwhRieoQeKxm,Sri Vishnupriya Devi of Navadwip ,Gaudiya Vaishnava,Needs Research,Featured,High,Family override from FAM-005 (Sri Chaitanya Mahaprabhu Family); family placement takes priority over geography. Tier proposed as Featured because the record appears to anchor or lead a family cluster.,Organize inside Gaudiya Vaishnava using FAM-005 family context before geography.,FAM-005,,9,Gaudiya Vaishnava Heartland,(No Sampradaya),"Navadwip, West Bengal, India"
recrEYRZ9hjV39ORO,"Sri Vishwambhar Das Ji  Maharaj of Navadwip Dham, West Bengal ",Gaudiya Vaishnava,"Bengal Shakta, Baul & Modern Saints",Secondary,Medium,Family override from FAM-058 (Sri Krishna Chaitanya Das Babaji Maharaj Family); family placement takes priority over geography. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Organize inside Gaudiya Vaishnava using FAM-058 family context before geography.,FAM-058,,2,Gaudiya Vaishnava Heartland,Gopal Bhatta Sampradaya,"Navadwip, West Bengal, India"
recdeumoWEFEGaqan,Sri Vivekpandhudas Bramhachari of Navadwip ,Gaudiya Vaishnava,Needs Research,Tertiary,High,"Sampradaya maps directly to Gaudiya Vaishnava. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Gaudiya Vaishnava Heartland,Gaudiya Vaishnava,"Navadwip, West Bengal, India"
rectUKjbXmy98h6Ri,"Ambaji Temple, Girnar (prasad)",Girnar & Nath Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Girnar & Nath Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Girnar & Nath Tradition,(No Sampradaya),"Girnar, Gujarat, India"
rec9tlMYs18pQEtrJ,Dhuninath,Girnar & Nath Traditions,Needs Research,Tertiary,Low,"Name/place wording suggests Girnar & Nath Traditions, but this should be reviewed. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recM7Xp5Vw9pFy2Hs,Girnar ,Girnar & Nath Traditions,Needs Research,Tertiary,Low,"Name/place wording suggests Girnar & Nath Traditions, but this should be reviewed. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
reciCgTBOFewUOtUD,Mahant Sri Brahma Gyaniji Maharaj of Girnar,Girnar & Nath Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Girnar & Nath Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Girnar & Nath Tradition,(No Sampradaya),"Girnar, Gujarat, India"
recW6X0bCtTKEJnYI,Mahant Sri Hardev Giri of Girnar,Girnar & Nath Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Girnar & Nath Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Girnar & Nath Tradition,(No Sampradaya),"Girnar, Gujarat, India"
recboMF9NVJkTqy5M,Mahant Sri Kanbharti of Girnar,Girnar & Nath Traditions,Needs Research,Tertiary,Medium,"Spiritual region maps to Girnar & Nath Traditions. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Girnar & Nath Tradition,(No Sampradaya),"Girnar, Gujarat, India"
rec041caipfsm61E9,"Mahant Sri Komalanand Giriji Maharaj of Muchukunda Goofa, Girnar ",Girnar & Nath Traditions,Needs Research,Secondary,Medium,Spiritual region maps to Girnar & Nath Traditions. Tier proposed as Secondary because the record is a close family/lineage member or direct section fit.,Family FAM-027 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-027,,2,Girnar & Nath Tradition,(No Sampradaya),"Girnar, Gujarat, India"
